officer_id,name,rank,badge_number,station,district_id,is_active,roles,created_at,updated_at,created_by,updated_by
OFF-0121,Atharv Chakraborty,INSPECTOR,KSP-28-0121,Uttara Kannada Police Station 5,42963000000035039,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0122,Girik Nair,CIRCLE_INSPECTOR,KSP-29-0122,Vijayapura Police Station 2,42963000000035040,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0123,Basavaraj Nayak,SUB_INSPECTOR,KSP-30-0123,Yadgir Police Station 1,42963000000035041,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0124,Lokesh Bhat,SUB_INSPECTOR,KSP-HQ-0124,State Police HQ,,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0125,Yallappa Shetty,INSPECTOR,KSP-01-0125,Bagalkot Police Station 1,42963000000035012,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0126,Kariyappa Gowda,INSPECTOR,KSP-HQ-0126,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0127,Advik Manne,SUB_INSPECTOR,KSP-03-0127,Belagavi Police Station 1,42963000000035014,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0128,Lipika Chad,INSPECTOR,KSP-04-0128,Bengaluru Rural Police Station 4,42963000000035015,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0129,Omkaar Rai,INSPECTOR,KSP-05-0129,Bengaluru Urban Police Station 1,42963000000035016,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0130,Liam Luthra,CIRCLE_INSPECTOR,KSP-HQ-0130,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0131,Amrita Tailor,SUB_INSPECTOR,KSP-HQ-0131,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0132,Dev Ganesh,CIRCLE_INSPECTOR,KSP-08-0132,Chikballapur Police Station 4,42963000000035019,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0133,Anya Sama,CIRCLE_INSPECTOR,KSP-09-0133,Chikkamagaluru Police Station 3,42963000000035020,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0134,Jagadish Shetty,SUB_INSPECTOR,KSP-10-0134,Chitradurga Police Station 4,42963000000035021,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0135,Harish Shetty,CIRCLE_INSPECTOR,KSP-11-0135,Dakshina Kannada Police Station 2,42963000000035022,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0136,Veda Bose,DEPUTY_SUPERINTENDENT,KSP-12-0136,Davanagere Police Station 2,42963000000035023,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0137,Zayan Koshy,INSPECTOR,KSP-HQ-0137,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0138,Sujathamma Setty,DEPUTY_SUPERINTENDENT,KSP-14-0138,Gadag Police Station 2,42963000000035025,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0139,Rohan Shankar,SUB_INSPECTOR,KSP-15-0139,Hassan Police Station 4,42963000000035026,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0140,Krishna Modi,SUB_INSPECTOR,KSP-16-0140,Haveri Police Station 1,42963000000035027,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0141,Thimmakka Urs,CIRCLE_INSPECTOR,KSP-HQ-0141,State Police HQ,,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0142,Rathnamma Naik,SUB_INSPECTOR,KSP-18-0142,Kodagu Police Station 1,42963000000035029,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0143,Meghana Natarajan,CIRCLE_INSPECTOR,KSP-HQ-0143,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0144,Forum Sarraf,DEPUTY_SUPERINTENDENT,KSP-20-0144,Koppal Police Station 5,42963000000035031,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0145,Rathnamma Devadiga,DEPUTY_SUPERINTENDENT,KSP-21-0145,Mandya Police Station 4,42963000000035032,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0146,Qushi Deshpande,SUB_INSPECTOR,KSP-22-0146,Mysuru Police Station 5,42963000000035033,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0147,Jayamma Urs,DEPUTY_SUPERINTENDENT,KSP-HQ-0147,State Police HQ,,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0148,Ekani Iyer,CIRCLE_INSPECTOR,KSP-24-0148,Ramanagara Police Station 3,42963000000035035,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0149,Dipta Goel,DEPUTY_SUPERINTENDENT,KSP-25-0149,Shivamogga Police Station 1,42963000000035036,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0150,Eiravati Manne,SUB_INSPECTOR,KSP-26-0150,Tumakuru Police Station 3,42963000000035037,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0151,Xavier Nanda,CIRCLE_INSPECTOR,KSP-27-0151,Udupi Police Station 1,42963000000035038,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0152,Avni Ramaswamy,CIRCLE_INSPECTOR,KSP-HQ-0152,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0153,Gopalakrishna Reddy,INSPECTOR,KSP-29-0153,Vijayapura Police Station 3,42963000000035040,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0154,Ishaan Iyengar,SUB_INSPECTOR,KSP-30-0154,Yadgir Police Station 3,42963000000035041,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0155,Avi Shenoy,DEPUTY_SUPERINTENDENT,KSP-31-0155,Vijayanagara Police Station 2,42963000000035042,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0156,Ravindranath Gowda,INSPECTOR,KSP-HQ-0156,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0157,Sujathamma Nayak,CIRCLE_INSPECTOR,KSP-02-0157,Ballari Police Station 4,42963000000035013,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0158,Raksha Manne,DEPUTY_SUPERINTENDENT,KSP-03-0158,Belagavi Police Station 1,42963000000035014,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0159,Harish Rai,SUB_INSPECTOR,KSP-04-0159,Bengaluru Rural Police Station 4,42963000000035015,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0160,Shanthakumari Devadiga,INSPECTOR,KSP-HQ-0160,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0161,Jagadish Gowda,INSPECTOR,KSP-06-0161,Bidar Police Station 4,42963000000035017,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0162,Nilima Tata,DEPUTY_SUPERINTENDENT,KSP-07-0162,Chamarajanagar Police Station 5,42963000000035018,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0163,Nagaraj Gowda,INSPECTOR,KSP-HQ-0163,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0164,Chavvi Khurana,SUB_INSPECTOR,KSP-HQ-0164,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0165,Mitesh Sampath,SUB_INSPECTOR,KSP-10-0165,Chitradurga Police Station 1,42963000000035021,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0166,Yashodamma Setty,INSPECTOR,KSP-11-0166,Dakshina Kannada Police Station 1,42963000000035022,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0167,Ethan Sen,DEPUTY_SUPERINTENDENT,KSP-12-0167,Davanagere Police Station 3,42963000000035023,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0168,Nandini Warrior,DEPUTY_SUPERINTENDENT,KSP-HQ-0168,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0169,Thimmakka Bhat,INSPECTOR,KSP-HQ-0169,State Police HQ,,true,POLICYMAKER,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0170,Balhaar Parsa,INSPECTOR,KSP-HQ-0170,State Police HQ,,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0171,Ikbal Kothari,CIRCLE_INSPECTOR,KSP-HQ-0171,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0172,Prakash Setty,DEPUTY_SUPERINTENDENT,KSP-HQ-0172,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0173,Ojas Basu,INSPECTOR,KSP-18-0173,Kodagu Police Station 4,42963000000035029,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0174,Vasanthamma Gowda,INSPECTOR,KSP-HQ-0174,State Police HQ,,true,ANALYST,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0175,Garima Sani,DEPUTY_SUPERINTENDENT,KSP-20-0175,Koppal Police Station 2,42963000000035031,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0176,Rathnamma Hegde,SUB_INSPECTOR,KSP-21-0176,Mandya Police Station 1,42963000000035032,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0177,Kariyappa Urs,CIRCLE_INSPECTOR,KSP-22-0177,Mysuru Police Station 4,42963000000035033,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0178,Advaith Chaudhari,DEPUTY_SUPERINTENDENT,KSP-HQ-0178,State Police HQ,,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0179,Veeranna Bhat,DEPUTY_SUPERINTENDENT,KSP-24-0179,Ramanagara Police Station 4,42963000000035035,true,SUPERVISOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
OFF-0180,Raghavendra Achar,SUB_INSPECTOR,KSP-25-0180,Shivamogga Police Station 5,42963000000035036,true,INVESTIGATOR,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
