fir_id,fir_number,district_id,police_station,date_filed,date_of_incident,crime_type,legal_code,sections_cited,status,narrative_text,modus_operandi,event_context,investigation_stage,created_at,updated_at,created_by,updated_by
FIR-001202,09/2025/001202,42963000000035020,Chikkamagaluru Police Station 1,2025-03-11,2025-03-10 00:00:00,Fraud / cheating,BNS,TBD - verify,OPEN,"On 2025-03-11, at approximately 10:00 hours, at KSRTC Bus Stand, Chikkamagaluru in Chikkamagaluru district, Ekani Joshi reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Sara Rajan, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Statements from persons nearby at the time are being recorded. Case registered on 2025-03-11 at Chikkamagaluru Police Station 1.",the accused reportedly misrepresented facts to obtain property,UGADI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001203,09/2025/001203,42963000000035020,Chikkamagaluru Police Station 3,2025-04-28,2025-04-23 00:00:00,Domestic violence / 498A,BNS,TBD - verify,CLOSED,"On 2025-04-28, at approximately 20:15 hours, at ATM Vicinity, Chikkamagaluru Main Road in Chikkamagaluru district, Jack Setty reported that the complainant alleged mistreatment by the accused's relatives, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. Relevant facts of the case continue to be verified as the investigation proceeds. A witness present at the scene has been recorded. Formal registration of this case took place on 2025-04-28 at Chikkamagaluru Police Station 3.",the complainant alleged mistreatment by the accused's relatives,UGADI,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001204,09/2025/001204,42963000000035020,Chikkamagaluru Police Station 4,2025-04-14,2025-04-09 00:00:00,Assault / hurt,BNS,TBD - verify,CLOSED,"On 2025-04-14, at approximately 18:15 hours, at Highway NH-48 near Chikkamagaluru in Chikkamagaluru district, Yashodamma Naik reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. The accused, identified as Tanvi Shetty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Statements from persons nearby at the time are being recorded. This FIR was registered on 2025-04-14 at Chikkamagaluru Police Station 4.",the accused allegedly assaulted the complainant following an altercation,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001205,09/2025/001205,42963000000035020,Chikkamagaluru Police Station 4,2025-05-17,2025-05-14 00:00:00,Cybercrime,BNS,67A (IT Act - unaffected by BNS),CHARGESHEETED,"On 2025-05-17, at approximately 23:45 hours, at Agricultural Field, Chikkamagaluru Outskirts in Chikkamagaluru district, Darsh Andra reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Investigation into the circumstances of the case is currently in progress. Statements from persons nearby at the time are being recorded. Formal registration of this case took place on 2025-05-17 at Chikkamagaluru Police Station 4.",the accused allegedly gained unauthorized access to the complainant's account,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001206,09/2025/001206,42963000000035020,Chikkamagaluru Police Station 4,2025-05-21,2025-05-20 00:00:00,Vehicle theft / snatching,BNS,"303,317(2) (verify)",CLOSED,"On 2025-05-21, at approximately 16:30 hours, at Chikkamagaluru Bus Stand in Chikkamagaluru district, Ati Kapur reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. The accused, identified as Ekta Sha, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. Case registered on 2025-05-21 at Chikkamagaluru Police Station 4.",the vehicle was reported missing from where it was parked,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001207,09/2025/001207,42963000000035020,Chikkamagaluru Police Station 5,2025-06-24,2025-06-19 00:00:00,Robbery / dacoity,BNS,TBD - verify,CHARGESHEETED,"On 2025-06-24, at approximately 02:15 hours, at Chikkamagaluru Bus Stand in Chikkamagaluru district, Basavaraj Rai reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. The case is being investigated further to establish the complete sequence of events. Case registered on 2025-06-24 at Chikkamagaluru Police Station 5.",the accused reportedly threatened the complainant with a weapon during the robbery,MONSOON_SEASON,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001208,09/2025/001208,42963000000035020,Chikkamagaluru Police Station 4,2025-06-07,2025-06-06 00:00:00,Fraud / cheating,BNS,TBD - verify,CHARGESHEETED,"On 2025-06-07, at approximately 00:15 hours, at Chikkamagaluru Commercial Complex in Chikkamagaluru district, Bhagyalakshmi Kulkarni reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Fariq Sodhi, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Case registered on 2025-06-07 at Chikkamagaluru Police Station 4.",the accused reportedly misrepresented facts to obtain property,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001209,09/2025/001209,42963000000035020,Chikkamagaluru Police Station 5,2025-07-19,2025-07-18 00:00:00,Domestic violence / 498A,BNS,TBD - verify,CHARGESHEETED,"On 2025-07-19, at approximately 07:15 hours, at Chikkamagaluru Market Area in Chikkamagaluru district, Bhagyalakshmi Poojary reported that the complainant alleged mistreatment by the accused's relatives, causing loss and distress to the complainant. The accused, identified as Shanthakumari Kulkarni, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Formal registration of this case took place on 2025-07-19 at Chikkamagaluru Police Station 5.",the complainant alleged sustained harassment by family members,MONSOON_SEASON,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001210,09/2025/001210,42963000000035020,Chikkamagaluru Police Station 3,2025-07-27,2025-07-25 00:00:00,Theft,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2025-07-27, at approximately 02:15 hours, at Chikkamagaluru Extension in Chikkamagaluru district, Chaitanya Kari reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. This FIR was registered on 2025-07-27 at Chikkamagaluru Police Station 3.",the item was found missing after the accused was seen nearby,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001211,09/2025/001211,42963000000035020,Chikkamagaluru Police Station 4,2025-08-25,2025-08-23 00:00:00,Vehicle theft / snatching,BNS,"303,317(2) (verify)",UNDER_INVESTIGATION,"On 2025-08-25, at approximately 21:00 hours, at ATM near Chikkamagaluru Circle in Chikkamagaluru district, Chandrakala Hegde reported that the vehicle was allegedly driven away by the accused, causing loss and distress to the complainant. The accused, identified as Mahadevi Hegde, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Case registered on 2025-08-25 at Chikkamagaluru Police Station 4.",the vehicle was allegedly driven away by the accused,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001212,09/2025/001212,42963000000035020,Chikkamagaluru Police Station 1,2025-08-01,2025-07-29 00:00:00,Assault / hurt,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2025-08-01, at approximately 03:00 hours, at Chikkamagaluru Market Area in Chikkamagaluru district, Peter Lalla reported that the accused allegedly assaulted the complainant following an altercation, causing loss and distress to the complainant. The accused, identified as Puttaswamy Devadiga, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. A witness present at the scene has been recorded. The complaint was formally registered on 2025-08-01 at Chikkamagaluru Police Station 1.",the accused reportedly used force against the complainant,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001213,09/2025/001213,42963000000035020,Chikkamagaluru Police Station 4,2025-09-28,2025-09-28 00:00:00,Other,BNS,TBD - verify,CLOSED,"On 2025-09-28, at approximately 23:45 hours, at ATM Vicinity, Chikkamagaluru Main Road in Chikkamagaluru district, Siya Nath reported that the incident was reported following a disturbance at the location, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. The case is being investigated further to establish the complete sequence of events. FIR registered on 2025-09-28 at Chikkamagaluru Police Station 4.",the incident was reported following a disturbance at the location,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001214,09/2025/001214,42963000000035020,Chikkamagaluru Police Station 4,2025-09-15,2025-09-10 00:00:00,Assault / hurt,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2025-09-15, at approximately 09:30 hours, at Farmland near Chikkamagaluru in Chikkamagaluru district, Aishani Oak reported that a physical altercation reportedly broke out, resulting in injuries, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. Relevant facts of the case continue to be verified as the investigation proceeds. A witness present at the scene has been recorded. The complaint was formally registered on 2025-09-15 at Chikkamagaluru Police Station 4.",the accused allegedly assaulted the complainant following an altercation,DASARA,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001215,09/2025/001215,42963000000035020,Chikkamagaluru Police Station 5,2025-10-07,2025-10-05 00:00:00,Assault / hurt,BNS,TBD - verify,OPEN,"On 2025-10-07, at approximately 01:15 hours, at Highway NH-4 near Chikkamagaluru in Chikkamagaluru district, Aadi Mittal reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. The accused, identified as Caleb Mitter, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Case registered on 2025-10-07 at Chikkamagaluru Police Station 5.","a physical altercation reportedly broke out, resulting in injuries",NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001216,09/2025/001216,42963000000035020,Chikkamagaluru Police Station 5,2025-10-19,2025-10-15 00:00:00,Burglary / housebreaking,BNS,TBD - verify,OPEN,"On 2025-10-19, at approximately 02:15 hours, at Chikkamagaluru Market Area in Chikkamagaluru district, Teerth Dada reported that the accused allegedly entered the premises during the night, causing loss and distress to the complainant. The accused, identified as Hemangini Ram, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. FIR registered on 2025-10-19 at Chikkamagaluru Police Station 5.",the accused allegedly entered the premises during the night,DEEPAVALI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001217,09/2025/001217,42963000000035020,Chikkamagaluru Police Station 2,2025-11-15,2025-11-11 00:00:00,Theft,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2025-11-15, at approximately 12:45 hours, at Farmland near Chikkamagaluru in Chikkamagaluru district, Sunandamma Gowda reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Additional facts surrounding the incident are being ascertained by investigating officers. A witness present at the scene has been recorded. This FIR was registered on 2025-11-15 at Chikkamagaluru Police Station 2.",the accused reportedly slipped away with the belongings unnoticed,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001218,09/2025/001218,42963000000035020,Chikkamagaluru Police Station 1,2025-11-17,2025-11-14 00:00:00,Cybercrime,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2025-11-17, at approximately 13:45 hours, at Highway NH-4 near Chikkamagaluru in Chikkamagaluru district, Harita Mann reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused, identified as Veda Behl, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. FIR registered on 2025-11-17 at Chikkamagaluru Police Station 1.",the complainant reported a fraudulent online transaction linked to the accused,DEEPAVALI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001219,09/2025/001219,42963000000035020,Chikkamagaluru Police Station 3,2025-12-31,2025-12-28 00:00:00,Robbery / dacoity,BNS,TBD - verify,OPEN,"On 2025-12-31, at approximately 15:00 hours, at Chikkamagaluru Commercial Complex in Chikkamagaluru district, Jagvi Mistry reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The accused, identified as Odika Dalal, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Case registered on 2025-12-31 at Chikkamagaluru Police Station 3.",the accused allegedly used force to take the property by threat,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001220,09/2025/001220,42963000000035020,Chikkamagaluru Police Station 5,2025-12-21,2025-12-21 00:00:00,Cybercrime,BNS,TBD - verify,OPEN,"On 2025-12-21, at approximately 17:00 hours, at Chikkamagaluru Residential Layout in Chikkamagaluru district, Hritik Behl reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused, identified as Urvashi Ramanathan, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Statements from persons nearby at the time are being recorded. This FIR was registered on 2025-12-21 at Chikkamagaluru Police Station 5.",the accused reportedly impersonated the complainant online,HARVEST_SEASON,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001221,10/2021/001221,42963000000035021,Chitradurga Police Station 4,2021-01-03,2020-12-30 00:00:00,Other,IPC,447,CHARGESHEETED,"On 2021-01-03, at approximately 12:00 hours, at Chitradurga Junction in Chitradurga district, Puttaswamy Shetty reported that the complainant alleged the accused caused damage to property, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. Additional facts surrounding the incident are being ascertained by investigating officers. Statements from persons nearby at the time are being recorded. FIR registered on 2021-01-03 at Chitradurga Police Station 4.",the accused was reportedly involved in the disturbance described,NEW_YEAR,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001222,10/2021/001222,42963000000035021,Chitradurga Police Station 4,2021-01-16,2021-01-11 00:00:00,Vehicle theft / snatching,IPC,"379,356",OPEN,"On 2021-01-16, at approximately 11:15 hours, at Chitradurga Extension in Chitradurga district, Girijamma Devadiga reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Relevant facts of the case continue to be verified as the investigation proceeds. A witness present at the scene has been recorded. Formal registration of this case took place on 2021-01-16 at Chitradurga Police Station 4.",the vehicle was reported missing from where it was parked,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001223,10/2021/001223,42963000000035021,Chitradurga Police Station 1,2021-02-10,2021-02-07 00:00:00,Cybercrime,IPC,"354D,66A (IT Act)",UNDER_INVESTIGATION,"On 2021-02-10, at approximately 15:15 hours, at Gandhi Bazaar, Chitradurga in Chitradurga district, Shivani Pathak reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused, identified as Indali Sahota, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. FIR registered on 2021-02-10 at Chitradurga Police Station 1.",the accused reportedly impersonated the complainant online,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001224,10/2021/001224,42963000000035021,Chitradurga Police Station 3,2021-02-03,2021-02-02 00:00:00,Assault / hurt,IPC,353,CHARGESHEETED,"On 2021-02-03, at approximately 15:00 hours, at Chitradurga Residential Layout in Chitradurga district, Savitramma Gowda reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. The accused, identified as Triya Doctor, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Statements from persons nearby at the time are being recorded. FIR registered on 2021-02-03 at Chitradurga Police Station 3.","a physical altercation reportedly broke out, resulting in injuries",NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001225,10/2021/001225,42963000000035021,Chitradurga Police Station 3,2021-03-23,2021-03-20 00:00:00,Assault / hurt,IPC,"323,324",CHARGESHEETED,"On 2021-03-23, at approximately 12:30 hours, at Chitradurga Residential Layout in Chitradurga district, Max Ganesan reported that a physical altercation reportedly broke out, resulting in injuries, causing loss and distress to the complainant. The accused, identified as Yallappa Setty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Formal registration of this case took place on 2021-03-23 at Chitradurga Police Station 3.","a physical altercation reportedly broke out, resulting in injuries",UGADI,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001226,10/2021/001226,42963000000035021,Chitradurga Police Station 3,2021-03-17,2021-03-13 00:00:00,Theft,IPC,379,CLOSED,"On 2021-03-17, at approximately 09:00 hours, at Near Chitradurga Government School in Chitradurga district, Shivansh Minhas reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Investigation into the circumstances of the case is currently in progress. The complaint was formally registered on 2021-03-17 at Chitradurga Police Station 3.",the accused allegedly took the property without the owner's consent,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001227,10/2021/001227,42963000000035021,Chitradurga Police Station 5,2021-04-22,2021-04-20 00:00:00,Domestic violence / 498A,IPC,304B,UNDER_INVESTIGATION,"On 2021-04-22, at approximately 03:30 hours, at Chitradurga Shopping Complex in Chitradurga district, Shivakumar Devadiga reported that the complainant reported repeated cruelty over dowry demands, causing loss and distress to the complainant. The accused, identified as Jagadish Nayak, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Case registered on 2021-04-22 at Chitradurga Police Station 5.",the complainant alleged sustained harassment by family members,UGADI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001228,10/2021/001228,42963000000035021,Chitradurga Police Station 5,2021-04-02,2021-03-31 00:00:00,Vehicle theft / snatching,IPC,"379,356",CHARGESHEETED,"On 2021-04-02, at approximately 07:30 hours, at Chitradurga Shopping Complex in Chitradurga district, Amrita Bakshi reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. The case is being investigated further to establish the complete sequence of events. Formal registration of this case took place on 2021-04-02 at Chitradurga Police Station 5.",the vehicle was reported missing from where it was parked,UGADI,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001229,10/2021/001229,42963000000035021,Chitradurga Police Station 5,2021-05-11,2021-05-11 00:00:00,Vehicle theft / snatching,IPC,"379,411",CHARGESHEETED,"On 2021-05-11, at approximately 13:15 hours, at Chitradurga Residential Layout in Chitradurga district, Advaith Tripathi reported that the vehicle was allegedly driven away by the accused, causing loss and distress to the complainant. The accused, identified as Parvatamma Reddy, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Statements from persons nearby at the time are being recorded. FIR registered on 2021-05-11 at Chitradurga Police Station 5.",the vehicle was reported missing from where it was parked,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001230,10/2021/001230,42963000000035021,Chitradurga Police Station 3,2021-05-01,2021-04-26 00:00:00,Burglary / housebreaking,IPC,"457,380",CLOSED,"On 2021-05-01, at approximately 05:00 hours, at Chitradurga Commercial Complex in Chitradurga district, Lajita Wadhwa reported that the accused allegedly entered the premises during the night, causing loss and distress to the complainant. The accused, identified as Omaja Apte, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. This FIR was registered on 2021-05-01 at Chitradurga Police Station 3.",the accused reportedly gained entry by breaking a window,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001231,10/2021/001231,42963000000035021,Chitradurga Police Station 3,2021-06-25,2021-06-22 00:00:00,Cybercrime,IPC,"66D (IT Act),66A (unreported)",CHARGESHEETED,"On 2021-06-25, at approximately 08:00 hours, at ATM Vicinity, Chitradurga Main Road in Chitradurga district, Ladli Gopal reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused, identified as Ekansh Kamdar, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. The complaint was formally registered on 2021-06-25 at Chitradurga Police Station 3.",the accused allegedly gained unauthorized access to the complainant's account,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001232,10/2021/001232,42963000000035021,Chitradurga Police Station 2,2021-06-03,2021-05-31 00:00:00,Robbery / dacoity,IPC,"395,396",OPEN,"On 2021-06-03, at approximately 23:15 hours, at Agricultural Field, Chitradurga Outskirts in Chitradurga district, Nimrat Soni reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. This FIR was registered on 2021-06-03 at Chitradurga Police Station 2.",a group reportedly surrounded the complainant and took valuables by force,MONSOON_SEASON,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001233,10/2021/001233,42963000000035021,Chitradurga Police Station 5,2021-07-13,2021-07-12 00:00:00,Robbery / dacoity,IPC,392,CHARGESHEETED,"On 2021-07-13, at approximately 03:45 hours, at Chitradurga Shopping Complex in Chitradurga district, Saanvi Sastry reported that the accused allegedly used force to take the property by threat, causing loss and distress to the complainant. The accused, identified as Manjunath Poojary, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Formal registration of this case took place on 2021-07-13 at Chitradurga Police Station 5.",a group reportedly surrounded the complainant and took valuables by force,MONSOON_SEASON,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001234,10/2021/001234,42963000000035021,Chitradurga Police Station 1,2021-07-25,2021-07-21 00:00:00,Other,IPC,"427,436",UNDER_INVESTIGATION,"On 2021-07-25, at approximately 00:00 hours, at Chitradurga Residential Layout in Chitradurga district, Reva Prasad reported that the complainant alleged the accused caused damage to property, causing loss and distress to the complainant. The accused, identified as Banjeet Jha, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. Statements from persons nearby at the time are being recorded. Formal registration of this case took place on 2021-07-25 at Chitradurga Police Station 1.",the incident was reported following a disturbance at the location,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001235,10/2021/001235,42963000000035021,Chitradurga Police Station 4,2021-08-16,2021-08-13 00:00:00,Domestic violence / 498A,IPC,498A,OPEN,"On 2021-08-16, at approximately 05:15 hours, at Chitradurga Junction in Chitradurga district, Maanas Puri reported that the complainant alleged mistreatment by the accused's relatives, causing loss and distress to the complainant. The accused, identified as Parvatamma Gowda, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Formal registration of this case took place on 2021-08-16 at Chitradurga Police Station 4.",the complainant alleged mistreatment by the accused's relatives,GANESHA_CHATURTHI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001236,10/2021/001236,42963000000035021,Chitradurga Police Station 4,2021-08-17,2021-08-16 00:00:00,Theft,IPC,379,UNDER_INVESTIGATION,"On 2021-08-17, at approximately 15:15 hours, at ATM near Chitradurga Circle in Chitradurga district, Watika Sidhu reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Sachi Boase, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Formal registration of this case took place on 2021-08-17 at Chitradurga Police Station 4.",the item was found missing after the accused was seen nearby,GANESHA_CHATURTHI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001237,10/2021/001237,42963000000035021,Chitradurga Police Station 5,2021-09-22,2021-09-20 00:00:00,Fraud / cheating,IPC,138 (NI Act),OPEN,"On 2021-09-22, at approximately 14:45 hours, at Chitradurga Extension in Chitradurga district, Siddalingaiah Achar reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused, identified as Christopher Sarma, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. FIR registered on 2021-09-22 at Chitradurga Police Station 5.",the accused allegedly induced the complainant to part with money under false pretenses,DASARA,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001238,10/2021/001238,42963000000035021,Chitradurga Police Station 4,2021-09-14,2021-09-12 00:00:00,Fraud / cheating,IPC,406,UNDER_INVESTIGATION,"On 2021-09-14, at approximately 10:00 hours, at Agricultural Field, Chitradurga Outskirts in Chitradurga district, Ishita Dasgupta reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused, identified as Shivakumar Bhat, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. This FIR was registered on 2021-09-14 at Chitradurga Police Station 4.",the complainant reported being deceived into a fraudulent transaction,GANESHA_CHATURTHI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
