accused_id,name,age,age_group,gender,address_district_id,address_taluk,occupation,prior_offense_count,first_offense_date,last_offense_date,risk_score,risk_score_updated_at,created_at,updated_at,created_by,updated_by
ACC-00910,Daksh Sachdev,36,36-45,MALE,42963000000035040,Vijayapura East,Pharmacologist,1,2022-06-17,2022-06-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00911,Harish Rai,42,36-45,MALE,42963000000035014,Belagavi West,Medical secretary,1,2025-06-11,2025-06-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00912,Prakash Setty,48,46-55,MALE,42963000000035029,Kodagu Rural,Magazine features editor,1,2023-02-28,2023-02-28,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00913,Naveen Padmanabhan,62,56-65,MALE,42963000000035014,Belagavi North,"Therapist, music",1,2024-08-31,2024-08-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00914,Michael Gara,23,18-25,MALE,42963000000035020,Chikkamagaluru West,Maintenance engineer,1,2021-02-05,2021-02-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00915,Bhagyalakshmi Bhat,52,46-55,FEMALE,42963000000035016,Bengaluru Urban Taluk HQ,Warehouse manager,1,2025-07-23,2025-07-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00916,Raghavendra Bhat,21,18-25,MALE,42963000000035041,Yadgir Taluk HQ,Private music teacher,2,2022-09-06,2024-08-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00917,Thomas Basu,61,56-65,MALE,42963000000035037,Tumakuru West,Facilities manager,1,2022-04-19,2022-04-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00918,Ridhi Dugal,29,26-35,FEMALE,42963000000035025,Gadag Taluk HQ,Chartered certified accountant,1,2023-07-18,2023-07-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00919,Avi Kibe,31,26-35,MALE,42963000000035015,Bengaluru Rural North,Web designer,1,2023-12-10,2023-12-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00920,Mitali Atwal,63,56-65,FEMALE,42963000000035021,Chitradurga East,Lobbyist,1,2022-01-16,2022-01-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00921,Michael Sengupta,31,26-35,MALE,42963000000035027,Haveri Taluk HQ,Public affairs consultant,1,2025-03-12,2025-03-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00922,Noah Kadakia,42,36-45,MALE,42963000000035017,Bidar South,Soil scientist,1,2022-02-18,2022-02-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00923,Harsh Virk,18,18-25,MALE,42963000000035039,Uttara Kannada South,Further education lecturer,1,2022-11-19,2022-11-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00924,Ekavir Badami,29,26-35,MALE,42963000000035042,Vijayanagara South,Mudlogger,1,2021-08-25,2021-08-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00925,Mahadevi Achar,43,36-45,FEMALE,42963000000035013,Ballari Rural,Television floor manager,1,2021-02-12,2021-02-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00926,Lakshmi Garde,34,26-35,FEMALE,42963000000035038,Udupi West,Best boy,2,2021-12-19,2025-06-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00927,Harish Madan,63,56-65,MALE,42963000000035037,Tumakuru North,Astronomer,1,2024-12-10,2024-12-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00928,Akkamahadevi Reddy,59,56-65,FEMALE,42963000000035033,Mysuru East,"Psychologist, occupational",1,2023-05-02,2023-05-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00929,Bahadurjit Rama,42,36-45,MALE,42963000000035019,Chikballapur East,Geoscientist,1,2025-12-18,2025-12-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00930,Chatura Bahl,34,26-35,MALE,42963000000035028,Kalaburagi East,"Horticulturist, commercial",2,2023-07-31,2023-08-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00931,Kala Rai,20,18-25,FEMALE,42963000000035032,Mandya Rural,Rural practice surveyor,1,2022-12-26,2022-12-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00932,Nakul Sundaram,62,56-65,MALE,42963000000035018,Chamarajanagar Taluk HQ,"Therapist, speech and language",1,2021-09-30,2021-09-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00933,Idika Issac,28,26-35,FEMALE,42963000000035039,Uttara Kannada North,"Restaurant manager, fast food",1,2023-07-19,2023-07-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00934,Advay Baral,52,46-55,MALE,42963000000035021,Chitradurga South,Firefighter,1,2021-08-22,2021-08-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00935,Ojas Suri,61,56-65,MALE,42963000000035033,Mysuru South,"Nurse, learning disability",2,2022-04-20,2023-02-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00936,Adya Palan,52,46-55,FEMALE,42963000000035020,Chikkamagaluru South,Management consultant,1,2023-09-06,2023-09-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00937,Lokesh Hegde,24,18-25,MALE,42963000000035033,Mysuru West,Marine scientist,1,2021-08-22,2021-08-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00938,Kamya Thaker,49,46-55,FEMALE,42963000000035017,Bidar Taluk HQ,Health and safety adviser,1,2024-11-30,2024-11-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00939,Bhagyalakshmi Kulkarni,48,46-55,FEMALE,42963000000035024,Dharwad East,Biomedical engineer,1,2023-08-11,2023-08-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00940,Rishi Balan,29,26-35,MALE,42963000000035014,Belagavi Taluk HQ,"Surveyor, building control",1,2021-02-22,2021-02-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00941,Jayamma Devadiga,33,26-35,FEMALE,42963000000035024,Dharwad West,Health service manager,1,2024-07-08,2024-07-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00942,Faqid Om,20,18-25,MALE,42963000000035031,Koppal North,"Nurse, learning disability",2,2023-11-19,2025-11-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00943,Basavaraj Naik,31,26-35,MALE,42963000000035033,Mysuru South,"Copywriter, advertising",1,2023-12-04,2023-12-04,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00944,Lokesh Nayak,34,26-35,MALE,42963000000035039,Uttara Kannada Taluk HQ,Chartered loss adjuster,1,2022-11-06,2022-11-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00945,Yoshita Karan,43,36-45,FEMALE,42963000000035022,Dakshina Kannada West,Pensions consultant,1,2023-11-16,2023-11-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00946,Faraj Sandhu,22,18-25,MALE,42963000000035018,Chamarajanagar South,Insurance underwriter,1,2024-02-14,2024-02-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00947,Sujathamma Hegde,60,56-65,FEMALE,42963000000035033,Mysuru North,Trade union research officer,1,2023-04-22,2023-04-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00948,Udarsh Deep,56,56-65,MALE,42963000000035025,Gadag North,"Engineer, maintenance",1,2023-07-06,2023-07-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00949,Gopalakrishna Reddy,53,46-55,MALE,42963000000035041,Yadgir West,Corporate investment banker,1,2022-03-12,2022-03-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00950,Ekantika More,52,46-55,FEMALE,42963000000035012,Bagalkot Rural,"Scientist, research (physical sciences)",2,2022-07-20,2025-12-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00951,Harish Nayak,38,36-45,MALE,42963000000035022,Dakshina Kannada North,Control and instrumentation engineer,2,2022-08-31,2025-05-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00952,Elijah Dugar,18,18-25,MALE,42963000000035022,Dakshina Kannada East,"Investment banker, corporate",1,2022-08-15,2022-08-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00953,Chandrashekar Achar,54,46-55,MALE,42963000000035016,Bengaluru Urban West,Broadcast journalist,1,2023-09-03,2023-09-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00954,Hiral Nadkarni,22,18-25,FEMALE,42963000000035012,Bagalkot East,Dancer,1,2021-08-20,2021-08-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00955,Girijamma Reddy,54,46-55,FEMALE,42963000000035030,Kolar East,Air traffic controller,1,2021-01-11,2021-01-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00956,Samuel Sabharwal,65,56-65,MALE,42963000000035018,Chamarajanagar South,Immunologist,1,2022-09-01,2022-09-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00957,Mahika Doshi,40,36-45,FEMALE,42963000000035042,Vijayanagara East,Emergency planning/management officer,1,2023-10-14,2023-10-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00958,Dominic Goyal,27,26-35,MALE,42963000000035024,Dharwad North,Agricultural engineer,1,2021-01-16,2021-01-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00959,Jack Kata,27,26-35,MALE,42963000000035020,Chikkamagaluru East,Exercise physiologist,1,2023-07-24,2023-07-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00960,Akkamahadevi Reddy,34,26-35,FEMALE,42963000000035038,Udupi South,Agricultural engineer,2,2023-05-10,2025-07-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00961,Balveer Sood,27,26-35,MALE,42963000000035013,Ballari West,Contractor,1,2025-04-24,2025-04-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00962,Raghavendra Poojary,32,26-35,MALE,42963000000035042,Vijayanagara East,Retail buyer,1,2023-12-13,2023-12-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00963,Ridhi Gour,44,36-45,FEMALE,42963000000035038,Udupi East,Naval architect,1,2024-08-01,2024-08-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00964,Vritti Devan,46,46-55,FEMALE,42963000000035041,Yadgir South,"Development worker, community",2,2024-08-12,2025-04-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00965,Thimmakka Poojary,38,36-45,FEMALE,42963000000035031,Koppal North,"Engineer, automotive",1,2022-08-01,2022-08-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00966,Amol Rege,31,26-35,MALE,42963000000035033,Mysuru Rural,"Administrator, local government",1,2021-03-25,2021-03-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00967,Sujathamma Bhat,60,56-65,FEMALE,42963000000035034,Raichur East,Geophysicist/field seismologist,1,2023-10-31,2023-10-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00968,Jagadish Devadiga,41,36-45,MALE,42963000000035030,Kolar Taluk HQ,Passenger transport manager,1,2024-03-02,2024-03-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00969,Channabasappa Reddy,52,46-55,MALE,42963000000035030,Kolar Taluk HQ,Environmental education officer,2,2021-10-29,2025-10-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00970,Ishani Bhatti,30,26-35,FEMALE,42963000000035017,Bidar North,"Editor, film/video",1,2025-08-18,2025-08-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00971,Yash Nair,60,56-65,MALE,42963000000035022,Dakshina Kannada North,"Programmer, systems",2,2023-08-07,2024-04-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00972,Yallappa Nayak,46,46-55,MALE,42963000000035012,Bagalkot North,Fine artist,1,2024-11-28,2024-11-28,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00973,Samaksh Barman,35,26-35,MALE,42963000000035042,Vijayanagara North,Translator,1,2022-06-22,2022-06-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00974,Nirja Ramesh,59,56-65,FEMALE,42963000000035022,Dakshina Kannada North,Veterinary surgeon,1,2021-11-14,2021-11-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00975,Chatura Seth,27,26-35,MALE,42963000000035023,Davanagere Rural,"Programmer, multimedia",1,2022-01-26,2022-01-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00976,Krisha Venkataraman,26,26-35,FEMALE,42963000000035033,Mysuru West,Soil scientist,1,2024-09-14,2024-09-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00977,Anusha Ram,57,56-65,FEMALE,42963000000035025,Gadag Taluk HQ,"Scientist, clinical (histocompatibility and immunogenetics)",1,2023-10-14,2023-10-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00978,Basavaraj Gowda,61,56-65,MALE,42963000000035015,Bengaluru Rural Taluk HQ,Artist,1,2024-08-25,2024-08-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00979,Raghavendra Poojary,39,36-45,MALE,42963000000035037,Tumakuru Rural,Energy manager,1,2024-01-21,2024-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00980,Chandrakala Rai,27,26-35,FEMALE,42963000000035041,Yadgir West,"Horticulturist, amenity",1,2023-10-30,2023-10-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00981,Rushil Modi,38,36-45,MALE,42963000000035028,Kalaburagi East,Higher education lecturer,1,2024-09-18,2024-09-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00982,Harish Setty,39,36-45,MALE,42963000000035032,Mandya West,"Psychologist, clinical",1,2023-01-06,2023-01-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00983,Shanthakumari Hegde,28,26-35,FEMALE,42963000000035038,Udupi West,Dietitian,1,2021-08-11,2021-08-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00984,Manan Bhagat,57,56-65,MALE,42963000000035023,Davanagere Rural,"Scientist, forensic",2,2021-02-10,2025-03-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00985,Mahadevi Hegde,48,46-55,FEMALE,42963000000035032,Mandya Rural,Curator,1,2025-01-14,2025-01-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00986,Chandrashekar Naik,27,26-35,MALE,42963000000035039,Uttara Kannada East,"Psychologist, educational",1,2023-02-07,2023-02-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00987,Basavaraj Achar,48,46-55,MALE,42963000000035022,Dakshina Kannada Rural,Production engineer,1,2022-06-22,2022-06-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00988,Zashil Chowdhury,41,36-45,MALE,42963000000035040,Vijayapura North,Education administrator,1,2025-08-17,2025-08-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00989,Ronith Sachdev,46,46-55,MALE,42963000000035038,Udupi Rural,Jewellery designer,1,2024-10-03,2024-10-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00990,Gopalakrishna Rai,54,46-55,MALE,42963000000035022,Dakshina Kannada Taluk HQ,"Production designer, theatre/television/film",1,2024-10-20,2024-10-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00991,Ravindranath Naik,29,26-35,MALE,42963000000035016,Bengaluru Urban Taluk HQ,Agricultural consultant,1,2022-10-01,2022-10-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00992,Utkarsh Jaggi,60,56-65,MALE,42963000000035017,Bidar South,"Programme researcher, broadcasting/film/video",1,2025-07-24,2025-07-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00993,Jeremiah Naik,63,56-65,MALE,42963000000035034,Raichur South,"Development worker, community",1,2025-03-15,2025-03-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00994,Chandani Comar,56,56-65,FEMALE,42963000000035042,Vijayanagara West,"Production assistant, television",1,2021-10-29,2021-10-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00995,Nagaveni Poojary,55,46-55,FEMALE,42963000000035023,Davanagere West,Medical laboratory scientific officer,1,2024-10-08,2024-10-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00996,Zaitra Rajagopalan,35,26-35,FEMALE,42963000000035042,Vijayanagara Taluk HQ,Sales promotion account executive,2,2022-01-11,2022-12-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00997,Manjunath Urs,49,46-55,MALE,42963000000035021,Chitradurga South,Veterinary surgeon,1,2024-10-22,2024-10-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00998,Ranbir Rai,34,26-35,MALE,42963000000035024,Dharwad Taluk HQ,Armed forces logistics/support/administrative officer,1,2022-06-05,2022-06-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-00999,Oliver Doctor,35,26-35,MALE,42963000000035033,Mysuru East,"Designer, textile",1,2025-07-19,2025-07-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01000,Hemal Behl,60,56-65,FEMALE,42963000000035014,Belagavi North,Personnel officer,1,2023-06-06,2023-06-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01001,Nilima Sehgal,57,56-65,FEMALE,42963000000035012,Bagalkot South,Homeopath,1,2022-09-02,2022-09-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01002,Dhriti Deep,42,36-45,FEMALE,42963000000035017,Bidar East,"Engineer, electrical",1,2021-07-02,2021-07-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01003,Savitramma Rai,20,18-25,FEMALE,42963000000035032,Mandya South,"Accountant, chartered certified",1,2024-10-28,2024-10-28,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01004,Abeer Shanker,50,46-55,MALE,42963000000035037,Tumakuru East,Research scientist (medical),1,2025-08-22,2025-08-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01005,Aarnav Tak,63,56-65,MALE,42963000000035022,Dakshina Kannada Rural,Field seismologist,1,2022-05-05,2022-05-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01006,Wazir Setty,34,26-35,MALE,42963000000035026,Hassan South,Outdoor activities/education manager,1,2024-01-06,2024-01-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01007,Chaaya Ahuja,23,18-25,FEMALE,42963000000035039,Uttara Kannada Taluk HQ,Financial risk analyst,2,2021-10-04,2022-05-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01008,Hemang Bawa,60,56-65,MALE,42963000000035039,Uttara Kannada Taluk HQ,Electrical engineer,1,2021-09-06,2021-09-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01009,Ayaan Palla,19,18-25,MALE,42963000000035035,Ramanagara Taluk HQ,Animator,1,2022-03-26,2022-03-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01010,Jagadish Achar,33,26-35,MALE,42963000000035014,Belagavi North,Dance movement psychotherapist,1,2022-11-06,2022-11-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01011,Basavaraj Urs,23,18-25,MALE,42963000000035037,Tumakuru South,Amenity horticulturist,2,2022-01-16,2025-04-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01012,Oni Chahal,57,56-65,FEMALE,42963000000035014,Belagavi East,Artist,1,2022-02-27,2022-02-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01013,Sathvik Gokhale,58,56-65,MALE,42963000000035037,Tumakuru Taluk HQ,"Designer, television/film set",1,2023-03-20,2023-03-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01014,Gaurang Shah,57,56-65,MALE,42963000000035016,Bengaluru Urban North,Technical sales engineer,1,2024-11-29,2024-11-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01015,Chandrakala Gowda,65,56-65,FEMALE,42963000000035040,Vijayapura East,Media buyer,1,2024-10-07,2024-10-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01016,Chandrakala Reddy,61,56-65,FEMALE,42963000000035018,Chamarajanagar South,Animal technologist,1,2024-12-26,2024-12-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01017,Netra Naidu,58,56-65,FEMALE,42963000000035025,Gadag North,"Merchandiser, retail",1,2021-06-01,2021-06-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01018,Bahadurjit Sane,63,56-65,MALE,42963000000035042,Vijayanagara North,Statistician,1,2022-12-15,2022-12-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01019,Mugdha Sinha,48,46-55,FEMALE,42963000000035020,Chikkamagaluru Taluk HQ,Contractor,1,2023-06-14,2023-06-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01020,Kariyappa Poojary,46,46-55,MALE,42963000000035016,Bengaluru Urban South,Community development worker,2,2022-05-22,2022-09-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01021,Omya Vyas,27,26-35,FEMALE,42963000000035038,Udupi North,Patent attorney,1,2024-01-21,2024-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01022,Henry Bhardwaj,62,56-65,MALE,42963000000035016,Bengaluru Urban North,Clinical embryologist,2,2022-03-23,2024-10-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01023,Warhi Mani,29,26-35,FEMALE,42963000000035036,Shivamogga North,Physiotherapist,1,2024-11-24,2024-11-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01024,Kai Vora,28,26-35,MALE,42963000000035022,Dakshina Kannada South,"Teacher, special educational needs",1,2024-08-16,2024-08-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01025,Dhruv Taneja,56,56-65,MALE,42963000000035023,Davanagere North,"Scientist, product/process development",1,2024-07-26,2024-07-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-01026,Manjunath Bhat,45,36-45,MALE,42963000000035018,Chamarajanagar Taluk HQ,Research scientist (medical),1,2025-12-10,2025-12-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
